Date,Currency,Expiry,UnderlyingTenor,Moneyness,Strike,NormalVol,LogNormalVol,OptionPrice,Annuity
01/04/2019,USD,1M,10Y,0,0.027079972730089,0.00652782064833166,0.241106724739075,0.00672113495790064,8.8558432687454
01/04/2019,USD,1Y,10Y,0,0.02731949773534,0.00688564893999983,0.252716118097305,0.0238576850222842,8.66137332566831
01/04/2019,USD,2Y,10Y,0,0.027826209673116,0.00714440171166647,0.258179727196693,0.0340939170121926,8.45256874893219
01/04/2019,USD,3M,10Y,0,0.027089976257024,0.00653997204666645,0.241561418771744,0.0114293530157205,8.82187432315775
01/04/2019,USD,6M,10Y,0,0.027165846871958,0.00666184418166658,0.245535859465599,0.0164513685184657,8.76613657927386
01/04/2019,USD,1M,15Y,0,0.028055266239864,0.00637834237833183,0.227390801906586,0.00926869968969112,12.4987477389104
01/04/2019,USD,1Y,15Y,0,0.028192267296746,0.00667416035999948,0.237295883893967,0.032611584131863,12.2145815257982
01/04/2019,USD,2Y,15Y,0,0.028498094224258,0.00687929305999957,0.242580795288086,0.0462717034677018,11.9137739365054
01/04/2019,USD,3M,15Y,0,0.028058927212483,0.00638255429833295,0.227590703964233,0.0157434590714691,12.4514736244872
01/04/2019,USD,6M,15Y,0,0.028105014125488,0.00648342868333303,0.23094148337841,0.0225917387087649,12.3693133283824
01/04/2019,USD,1M,1Y,0,0.027391790854166,0.00485070927666582,0.177105897665024,0.000552659934164002,0.979959785861406
01/04/2019,USD,1Y,1Y,0,0.025363230460482,0.00667602162166614,0.263985240459442,0.00256296758865973,0.959685015609431
01/04/2019,USD,2Y,1Y,0,0.024372613228403,0.00805572055833315,0.33359569311142,0.00427288120867907,0.939494202041596
01/04/2019,USD,3M,1Y,0,0.026952557385352,0.00500080401999987,0.185606655478477,0.000966898087730222,0.976013844332216
01/04/2019,USD,6M,1Y,0,0.026490451779065,0.00561849489999926,0.212293711304665,0.00153579968181224,0.970320606957818
01/04/2019,USD,1M,20Y,0,0.028342359022151,0.00629234352333166,0.222050726413727,0.0114780199881364,15.6895349800084
01/04/2019,USD,1Y,20Y,0,0.028416356710959,0.00654978171666615,0.231008803844452,0.0401674464164321,15.3303027187392
01/04/2019,USD,2Y,20Y,0,0.028630400260996,0.00669573819166655,0.23494588136673,0.056511469230589,14.9491263454108
01/04/2019,USD,3M,20Y,0,0.028338460268115,0.00626685220833296,0.221254232525825,0.0194010305135078,15.6275341848223
01/04/2019,USD,6M,20Y,0,0.028365843830035,0.0063647604566664,0.224616366624832,0.0278365051146476,15.5250610864494
01/04/2019,USD,1M,2Y,0,0.026302122264581,0.00637249134666459,0.242330849170685,0.00143972499283149,1.94323716958944
01/04/2019,USD,1Y,2Y,0,0.024870416035682,0.00738697497499983,0.298124927282334,0.00562699845292792,1.90420412789172
01/04/2019,USD,2Y,2Y,0,0.024577011876815,0.00827284620499963,0.339856564998627,0.00868192845318085,1.85882681871791
01/04/2019,USD,3M,2Y,0,0.025906322054552,0.00662527783333333,0.255911892652512,0.00253380729459375,1.93056575608308
01/04/2019,USD,6M,2Y,0,0.025565946105692,0.00678575937166635,0.265811485052109,0.00366974829944852,1.91972267731078
01/04/2019,USD,1M,30Y,0,0.028390348802987,0.00617090997333299,0.217395782470703,0.0150496941036995,20.9765461344636
01/04/2019,USD,1Y,30Y,0,0.028414391323838,0.00638027592499959,0.22502024769783,0.0523172780249986,20.4978831819173
01/04/2019,USD,2Y,30Y,0,0.028534937195559,0.0065179967583332,0.229425370693207,0.0735573282075025,19.9889270923775
01/04/2019,USD,3M,30Y,0,0.028382516049001,0.00612900712166627,0.216046613454819,0.0253573533334458,20.8847320621258
01/04/2019,USD,6M,30Y,0,0.028394860918949,0.0062217399716661,0.219334024190903,0.0363733078186582,20.7525569289404
01/04/2019,USD,1M,5Y,0,0.025571327076316,0.00701250765833205,0.274306255578995,0.00382412196038576,4.69044346251195
01/04/2019,USD,1Y,5Y,0,0.025465217743787,0.00734607614999954,0.289488071203232,0.0135023330286041,4.59469538033841
01/04/2019,USD,2Y,5Y,0,0.025956295802882,0.00772898617833329,0.300007325410843,0.01960132731713,4.49200910804923
01/04/2019,USD,3M,5Y,0,0.025487861168165,0.00695392703499947,0.273041889071464,0.00643681809701149,4.67257432687265
01/04/2019,USD,6M,5Y,0,0.025468054602432,0.00707093224999935,0.278085419535637,0.00925484707046763,4.64615017425045
